Time,level,current,voltage,power,maxvolt,minvolt,temp
﻿2022-01-25 17:49:26,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:49:32,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:49:38,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:49:44,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:49:50,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:49:56,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:02,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:08,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:14,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:20,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:26,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:32,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:38,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:44,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:50,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:50:56,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:02,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:08,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:14,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:20,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:26,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:32,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:38,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:44,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:50,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:51:56,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:02,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:08,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:14,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:20,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:26,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:32,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:38,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:44,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:50,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:52:56,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:02,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:08,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:14,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:20,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:26,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:32,57,0,25.29,0,25.51,23.88,25
﻿2022-01-25 17:53:38,53,0,25.11,0,25.51,23.88,25
﻿2022-01-25 17:53:44,55,0,25.22,0,25.51,23.88,25
﻿2022-01-25 17:53:50,54,0,25.16,0,25.51,23.88,25
﻿2022-01-25 17:53:56,51,0,24.93,0,25.51,23.88,25
﻿2022-01-25 17:54:02,54,0,25.15,0,25.51,23.88,25
﻿2022-01-25 17:54:08,55,0,25.18,0,25.51,23.88,25
﻿2022-01-25 17:54:14,55,0,25.21,0,25.51,23.88,25
﻿2022-01-25 17:54:20,55,0,25.21,0,25.51,23.88,25
﻿2022-01-25 17:54:26,55,0,25.21,0,25.51,23.88,25
﻿2022-01-25 17:54:32,55,0,25.21,0,25.51,23.88,25
﻿2022-01-25 17:54:38,55,0,25.21,0,25.51,23.88,25
﻿2022-01-25 17:54:44,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:54:50,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:54:56,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:02,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:08,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:14,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:20,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:26,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:32,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:38,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:44,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:50,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:55:56,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:56:02,56,0,25.24,0,25.51,23.88,25
﻿2022-01-25 17:56:08,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:14,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:20,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:26,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:32,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:38,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:44,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:50,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:56:56,56,0,25.26,0,25.51,23.88,25
﻿2022-01-25 17:57:02,56,0,25.26,0,25.51,23.88,25
